t,k,delta_cdm,delta_dot_cdm
0.41613905533167067,0.01,6.724691129436652e+34,3.645336869715095e+35
0.42389130573387784,0.01,7.008170146588227e+34,3.669393455056164e+35
0.43178797273320213,0.01,7.298736579797421e+34,3.691262324300597e+35
0.4398317466650224,0.01,7.596390889456293e+34,3.710941924438227e+35
0.44802536798294895,0.01,7.901125368867769e+34,3.728435322748354e+35
0.45637162819247584,0.01,8.2129241238850155e+34,3.743750288312219e+35
0.4648733708020257,0.01,8.531763129872314e+34,3.75689933706177e+35
0.4735334922917116,0.01,8.857610378149404e+34,3.767899733989781e+35
0.48235494310014676,0.01,9.190426125435328e+34,3.776773445408444e+35
0.4913407286296362,0.01,9.530163261292191e+34,3.783547033333107e+35
0.5004939102700954,0.01,9.87676781019574e+34,3.788251483178378e+35
0.5098176064420424,0.01,1.0230179586640436e+35,3.790921954978186e+35
0.5193149936590212,0.01,1.0590333023635897e+35,3.791597447272004e+35
0.5289893076098151,0.01,1.0957158197083452e+35,3.790320361627826e+35
0.5388438442608223,0.01,1.1330582070852775e+35,3.787135954489697e+35
0.5488819609789671,0.01,1.171052998992587e+35,3.782091661633696e+35
0.559107077675529,0.01,1.2096927451758448e+35,3.775236278980747e+35
0.5695226779712822,0.01,1.248968292986351e+35,3.7666281475748644e+35
0.5801323103833375,0.01,1.288870259881185e+35,3.756319238842909e+35
0.5909395895340968,0.01,1.3293925690732767e+35,3.7443400777987985e+35
0.6019481973827271,0.01,1.3705283723900417e+35,3.730725329593637e+35
0.6131618844795772,0.01,1.4122700002423084e+35,3.7155140572534406e+35
0.6245844712439614,0.01,1.454608980111562e+35,3.698749585973441e+35
0.6362198492657485,0.01,1.4975360646575084e+35,3.6804793032112655e+35
0.6480719826311967,0.01,1.541041270781927e+35,3.660754385484849e+35
0.6601449092734886,0.01,1.5851139311261615e+35,3.639629441802755e+35
0.6724427423484246,0.01,1.6297427596342032e+35,3.6171620625837084e+35
0.6849696716357443,0.01,1.674915932982322e+35,3.593412261750535e+35
0.6977299649665534,0.01,1.7206211898608622e+35,3.5684417984023054e+35
0.7107279696773416,0.01,1.7668459502954687e+35,3.5423133630679234e+35
0.7239681140910874,0.01,1.8135774574151716e+35,3.515089612014015e+35
0.7374549090259551,0.01,1.8608029443149884e+35,3.48683203140872e+35
0.7511929493320965,0.01,1.9085098289227264e+35,3.4575996113184374e+35
0.7651869154570822,0.01,1.9566859400654153e+35,3.427447307523608e+35
0.7794415750404946,0.01,2.0053197782422302e+35,3.39642426696781e+35
0.7939617845382279,0.01,2.0544008149501232e+35,3.3645717902862566e+35
0.8087524908770453,0.01,2.1039198347780122e+35,3.3319210022784134e+35
0.8238187331399606,0.01,2.1538663017303145e+35,3.298513920957161e+35
0.8391656442830157,0.01,2.204222003077296e+35,3.2644498574769945e+35
0.8547984528840409,0.01,2.254976095723399e+35,3.2297652899065377e+35
0.8707224849239917,0.01,2.3061180373009833e+35,3.1944925854711e+35
0.8869431656014709,0.01,2.3576368130629604e+35,3.1586662904146743e+35
0.9034660211810525,0.01,2.409520959899363e+35,3.1223230304116523e+35
0.920296680876041,0.01,2.4617585960613974e+35,3.0855013775444134e+35
0.9374408787662991,0.01,2.5143374572463465e+35,3.0482416793929658e+35
0.9549044557518077,0.01,2.567244939758582e+35,3.010585845317446e+35
0.9726933615426169,0.01,2.6204681515290942e+35,2.972577084505661e+35
0.9908136566858666,0.01,2.673993971849021e+35,2.9342595898020447e+35
1.0092715146305709,0.01,2.7278091207519866e+35,2.895678160727388e+35
1.0280732238308647,0.01,2.781900239066257e+35,2.8568777584360334e+35
1.0472251898884344,0.01,2.8362539802512822e+35,2.8179029846340784e+35
1.066733937734857,0.01,2.8908571152348066e+35,2.7787974756932753e+35
1.0866061138545968,0.01,2.9456966515769814e+35,2.7396032023351557e+35
1.106848488549412,0.01,3.0007599684075572e+35,2.7003596643222683e+35
1.127467958244946,0.01,3.0560349687120567e+35,2.661102968571721e+35
1.148471547840289,0.01,3.1115102506835967e+35,2.6218647779932614e+35
1.1698664131013068,0.01,3.1671753000097107e+35,2.582671117142194e+35
1.1916598430985588,0.01,3.2230207051290825e+35,2.543541019458043e+35
1.2138592626906277,0.01,3.2790383976725193e+35,2.504484999424029e+35
1.236472235053715,0.01,3.335221920497002e+35,2.4655033314202038e+35
1.2595064642583575,0.01,3.3915647547418345e+35,2.4266083132102887e+35
1.2829697978941474,0.01,3.4480540124767956e+35,2.3878660728764156e+35
1.3068702297433463,0.01,3.504677843435307e+35,2.3492969873945653e+35
1.3312159025043078,0.01,3.561424640601627e+35,2.3109178358517293e+35
1.3560151105656333,0.01,3.6182828612840695e+35,2.2727453226672563e+35
1.3812763028320094,0.01,3.675241058230543e+35,2.2347960295299374e+35
1.407008085602685,0.01,3.7322879114960445e+35,2.1970863643089872e+35
1.433219225503574,0.01,3.789412260870856e+35,2.159632506892331e+35
1.4599186524739787,0.01,3.8466031386427995e+35,2.1224503519187535e+35
1.4871154628089538,0.01,3.903849802427342e+35,2.085555448385821e+35
1.5148189222583457,0.01,3.961141767755197e+35,2.0489629361332737e+35
1.5430384691835646,0.01,4.018468840057962e+35,2.0126874792221122e+35
1.5717837177731626,0.01,4.075821145637676e+35,1.9767431962531335e+35
1.6010644613183176,0.01,4.133189161145505e+35,1.941143587695524e+35
1.6308906755493326,0.01,4.190563741027491e+35,1.905901460326695e+35
1.661272522034293,0.01,4.247936142320757e+35,1.8710288489191708e+35
1.6922203516410372,0.01,4.305298046101142e+35,1.8365369353494776e+35
1.72374470806362,0.01,4.362641574792048e+35,1.802435965348091e+35
1.7558563314144686,0.01,4.419959304443739e+35,1.7687351631590633e+35
1.7885661618834618,0.01,4.477244270981272e+35,1.7354426444335436e+35
1.8218853434651652,0.01,4.534489969296955e+35,1.702565327743615e+35
1.855825227755517,0.01,4.5916903439285576e+35,1.670108845172348e+35
1.8903973778192196,0.01,4.648839769916167e+35,1.6380774525134891e+35
1.9256135721291967,0.01,4.7059330222678084e+35,1.6064739397003814e+35
1.9614858085794296,0.01,4.762965232284735e+35,1.5752995421796564e+35
1.9980263085725487,0.01,4.8199318288008094e+35,1.5445538540516093e+35
2.035247521183576,0.01,4.87682846217466e+35,1.5142347439171488e+35
2.073162127401229,0.01,4.9336509086367595e+35,1.4843382745018284e+35
2.111783044448242,0.01,4.990394952334342e+35,1.4548586272719283e+35
2.1511234301821647,0.01,5.047056880835541e+35,1.4257900300780923e+35
2.1911966875781475,0.01,5.103632104243288e+35,1.397138156376907e+35
2.2320164692952322,0.01,5.160110815481901e+35,1.368909634494188e+35
2.273596682327715,0.01,5.216483369594612e+35,1.3411097238661128e+35
2.3159514927431517,0.01,5.27274073585771e+35,1.3137426651974646e+35
2.3590953305086337,0.01,5.3288745300197556e+35,1.2868116520172745e+35
2.403042894406967,0.01,5.3848770419627906e+35,1.2603188101336383e+35
2.44780915704444,0.01,5.440741257748974e+35,1.2342651864832383e+35
2.493409369951878,0.01,5.496460874885891e+35,1.208650749049121e+35
2.5398590687807236,0.01,5.552030309500367e+35,1.183474399716004e+35
2.587174078595921,0.01,5.607444693952651e+35,1.1587340021474804e+35
2.635370519267393,0.01,5.662699863248913e+35,1.1344264270056904e+35
2.684464810961962,0.01,5.717792328418897e+35,1.110547617093221e+35
2.73447367973758,0.01,5.772719234815406e+35,1.08709267528127e+35
2.7854141632417657,0.01,5.827478303061634e+35,1.064055978399683e+35
2.8373036165162118,0.01,5.8820677501192156e+35,1.0414313206057791e+35
2.890159717909509,0.01,5.936486187672131e+35,1.0192120901225791e+35
2.944000475100034,0.01,5.990732494717372e+35,9.97391483645942e+34
2.9988442312310277,0.01,6.0448056609198204e+35,9.75962763167389e+34
3.054709671159968,0.01,6.098704596923827e+35,9.54919560448315e+34
3.1116158278243597,0.01,6.152427907414549e+35,9.342562349155804e+34
3.169582088726115,0.01,6.2059736222852174e+35,9.139682913320378e+34
3.22862820253673,0.01,6.2593388807889066e+35,8.940528642326924e+34
3.28877428582551,0.01,6.312519563031453e+35,8.745092768125468e+34
3.350040829913133,0.01,6.365509862592107e+35,8.553396827107677e+34
3.412448707852889,0.01,6.418302008594662e+35,8.365494624760338e+34
3.4760191815419774,0.01,6.4709030121799866e+35,8.181199115686998e+34
3.54077390896527,0.01,6.523314809106725e+35,8.000373300976855e+34
3.606734951574028,0.01,6.575529830292216e+35,7.823026531890797e+34
3.673924781802074,0.01,6.627541325017243e+35,7.649159093636996e+34
3.742366290721981,0.01,6.679343386539207e+35,7.478762106196285e+34
3.812082795843888,0.01,6.730930970289845e+35,7.311817512883347e+34
3.883098049059605,0.01,6.782299903228521e+35,7.148298171441377e+34
3.9554362447347016,0.01,6.833446882750308e+35,6.988168064167299e+34
4.029122027951348,0.01,6.884369463359077e+35,6.831382645430533e+34
4.104180502904709,0.01,6.93506602910795e+35,6.677889346995803e+34
4.1806372414557575,0.01,6.985535749581198e+35,6.527628263805586e+34
4.258518291843414,0.01,7.035778516940936e+35,6.380533045338482e+34
4.337850187558988,0.01,7.085794861286914e+35,6.236532020354894e+34
4.418659956385942,0.01,7.13558584127609e+35,6.095549585791879e+34
4.5009751296080465,0.01,7.185152906618127e+35,5.957507893797467e+34
4.584823751389096,0.01,7.234497728700888e+35,5.822328874425205e+34
4.67023438832733,0.01,7.283621995203665e+35,5.689936635369357e+34
4.757236139187884,0.01,7.332527164122243e+35,5.560260284337868e+34
4.845858644816491,0.01,7.381214172155574e+35,5.433237224266043e+34
4.936132098237912,0.01,7.42968309188548e+35,5.308816976601565e+34
5.028087254942474,0.01,7.477932731614316e+35,5.186965593378569e+34
5.121755443364236,0.01,7.525960171106852e+35,5.067670724783834e+34
5.217168575554344,0.01,7.573760225807269e+35,4.950947415444946e+34
5.314359158053236,0.01,7.621324974124673e+35,4.836843179112214e+34
5.413360302965375,0.01,7.66866446803299e+35,4.725208195399125e+34
5.514205739240296,0.01,7.715785471444804e+35,4.615905001227905e+34
5.616929824163804,0.01,7.762681876585655e+35,4.508931559403724e+34
5.721567555063246,0.01,7.809348437107174e+35,4.4042795409595045e+34
5.82815458123084,0.01,7.85578078965536e+35,4.301934288029013e+34
5.93672721606912,0.01,7.901975467298969e+35,4.201874840967336e+34
6.0473224494626425,0.01,7.947929903312524e+35,4.1040740402533125e+34
6.1599779603801625,0.01,7.993642423629801e+35,4.0084987149066227e+34
6.274732129711574,0.01,8.039112226086993e+35,3.9151099704673196e+34
6.391624053343999,0.01,8.084339344358982e+35,3.823863591027915e+34
6.5106935554814545,0.01,8.129324594254837e+35,3.734710571389239e+34
6.6319812022126685,0.01,8.174069499778572e+35,3.6475977971433197e+34
6.755528315331639,0.01,8.218576196075664e+35,3.562468892383152e+34
6.881376986415662,0.01,8.262847306073082e+35,3.4792652568146647e+34
7.009570091165617,0.01,8.306885787277891e+35,3.3979273163164685e+34
7.140151304013395,0.01,8.35069474482422e+35,3.3183960134749707e+34
7.273165113001454,0.01,8.394277206447924e+35,3.240614567334823e+34
7.40865683493956,0.01,8.437635854619106e+35,3.1645305345674177e+34
7.5466726308438865,0.01,8.480772710571752e+35,3.090098207495092e+34
7.687259521663728,0.01,8.523688764433272e+35,3.017281387939332e+34
7.830465404301183,0.01,8.566383545070725e+35,2.946056579713248e+34
7.976339067929273,0.01,8.608854622630732e+35,2.876416646779458e+34
8.124930210614048,0.01,8.651097036051846e+35,2.8083749886743784e+34
8.276289456246344,0.01,8.693103081406333e+35,2.7419670770752098e+34
8.430468371788967,0.01,8.734885788356767e+35,2.6770749311450994e+34
8.58751948484517,0.01,8.776451660715606e+35,2.6136127859780744e+34
8.747496301554415,0.01,8.817795730085946e+35,2.551576689839468e+34
8.910453324821512,0.01,8.858913852804695e+35,2.490958768579562e+34
9.076446072885357,0.01,8.899802727764416e+35,2.4317472138068424e+34
9.24553109823357,0.01,8.940459906226644e+35,2.373926312426195e+34
9.417766006869519,0.01,8.98088379217735e+35,2.3174765242243034e+34
9.59320947793824,0.01,9.021073631604271e+35,2.2623746149406792e+34
9.771921283717996,0.01,9.061029488888117e+35,2.2085938530923727e+34
9.953962309984233,0.01,9.100752208293141e+35,2.1561042797302326e+34
10.139394576752917,0.01,9.140243358316212e+35,2.1048730613016294e+34
10.328281259410284,0.01,9.179505156404844e+35,2.0548649368866709e+34
10.520686710236228,0.01,9.218540371282207e+35,2.006042772270479e+34
10.716676480328633,0.01,9.257352199818522e+35,1.9583682346222502e+34
10.916317341936146,0.01,9.29594411506115e+35,1.9118026029824029e+34
11.119677311206988,0.01,9.334319681677781e+35,1.8663077313229576e+34
11.326825671361538,0.01,9.372482334675349e+35,1.8218471826549542e+34
11.53783299629661,0.01,9.41043511682911e+35,1.7783875545228205e+34
11.752771174629453,0.01,9.448180369788072e+35,1.7359000182628532e+34
11.971713434189656,0.01,9.485719373311546e+35,1.694362096626148e+34
12.19473436696737,0.01,9.523051926532997e+35,1.6537597067914233e+34
12.42190995452616,0.01,9.560175864537586e+35,1.6140894984377463e+34
12.653317593889415,0.01,9.597086502874451e+35,1.575361519429706e+34
12.889036123908916,0.01,9.633776866994804e+35,1.5375981265618367e+34
13.129145852124639,0.01,9.670261341090411e+35,1.500717456131985e+34
13.373728582124949,0.01,9.706545091837155e+35,1.4646725139139815e+34
13.622867641416454,0.01,9.7426239787172e+35,1.4294602145634085e+34
13.87664790981307,0.01,9.778494612743885e+35,1.3950751597231702e+34
14.135155848353943,0.01,9.814154371632963e+35,1.361509633756331e+34
14.398479528760065,0.01,9.849601407613992e+35,1.3287536241523755e+34
14.66670866343967,0.01,9.88483464656165e+35,1.2967948705689614e+34
14.939934636052563,0.01,9.919853776971496e+35,1.2656189469185904e+34
15.218250532643854,0.01,9.954659227134158e+35,1.2352093814004491e+34
15.50175117335769,0.01,9.98925212867453e+35,1.205547819915837e+34
15.790533144741742,0.01,1.0023634264416869e+36,1.1766142388953719e+34
16.08469483265355,0.01,1.00578079983111e+36,1.148387214212043e+34
16.38433645577983,0.01,1.009177618490821e+36,1.120844253561252e+34
16.68956009978023,0.01,1.0125542055601625e+36,1.0939622004625197e+34
17.00046975206716,0.01,1.015910907855464e+36,1.0677177188834582e+34
17.31717133723353,0.01,1.0192480788909072e+36,1.0420878684112482e+34
17.639772753140434,0.01,1.022566058551497e+36,1.0170507809070374e+34
17.968383907677193,0.01,1.0258651490032563e+36,9.925864506819008e+33
18.30311675620611,0.01,1.0291455863832907e+36,9.686776514373108e+33
18.64408533970485,0.01,1.0324075077659742e+36,9.453109945271865e+33
18.991405823619335,0.01,1.035650912850832e+36,9.224781445320506e+33
19.34519653744044,0.01,1.038875619762395e+36,9.001772096988018e+33
19.705578015017984,0.01,1.0420812142919506e+36,8.784143265033168e+33
20.072673035625684,0.01,1.0452670504626075e+36,8.572036455233728e+33
20.446606665791155,0.01,1.0484343993214477e+36,8.36498623608647e+33
20.827506301905142,0.01,1.051583835541537e+36,8.162689156278304e+33
21.2155017136245,0.01,1.0547150031750682e+36,7.965126577359658e+33
21.610725088083765,0.01,1.0578276128381478e+36,7.7722666500109e+33
22.0133110749303,0.01,1.0609214430693827e+36,7.584064284630723e+33
22.42339683219845,0.01,1.0639963410434839e+36,7.400461261608544e+33
22.841122073038235,0.01,1.0670522225240359e+36,7.221386503741687e+33
23.26662911331458,0.01,1.0700890709259614e+36,7.046756535795124e+33
23.70006292009328,0.01,1.0731069353432391e+36,6.876476158984913e+33
24.14157116103018,0.01,1.0761059273809852e+36,6.710439371218694e+33
24.59130425468044,0.01,1.0790862166129581e+36,6.548530567271023e+33
25.049415421745024,0.01,1.082048024465744e+36,6.390626056734552e+33
25.516060737271836,0.01,1.0849916163091672e+36,6.236595941597817e+33
25.99139918382933,0.01,1.0879172915086826e+36,6.086306399687581e+33
26.475592705670664,0.01,1.0908253711694537e+36,5.939622425011165e+33
26.968806263906924,0.01,1.0937161832733116e+36,5.796411081278216e+33
27.471207892708115,0.01,1.0965900448785899e+36,5.656545330610704e+33
27.982968756551156,0.01,1.0994472410187287e+36,5.519908505706797e+33
28.504263208534347,0.01,1.1022879998982584e+36,5.386399500554675e+33
29.035268849778138,0.01,1.1051124639440512e+36,5.255938762245604e+33
29.576166589932534,0.01,1.1079206562252553e+36,5.1284751745655324e+33
30.12714070881164,0.01,1.1107124417067831e+36,5.0039939329095066e+33
30.688378919176426,0.01,1.113487482748255e+36,4.8825255197259445e+33
31.260072430687003,0.01,1.116245192592178e+36,4.764155026404413e+33
31.8424160150465,0.01,1.118986403248384e+36,4.648680090974559e+33
32.43560807235808,0.01,1.1217119468589498e+36,4.535866851152082e+33
33.039850698718546,0.01,1.1244215091895639e+36,4.4257055806415154e+33
33.65534975507091,0.01,1.127114833986968e+36,4.318179147557862e+33
34.28231493733967,0.01,1.1297917242474418e+36,4.2132629861220745e+33
34.92095984787268,0.01,1.132452042938395e+36,4.11092514466913e+33
35.571502068213825,0.01,1.1350957130739308e+36,4.011126422328223e+33
36.23416323323146,0.01,1.1377227170335546e+36,3.913820608133847e+33
36.90916910662774,0.01,1.1403330950003634e+36,3.818954837861956e+33
37.59674965785464,0.01,1.1429269423809285e+36,3.7264700855690165e+33
38.29713914046277,0.01,1.1455044060535991e+36,3.636301808657038e+33
39.01057617190989,0.01,1.1480656792749534e+36,3.548380767308764e+33
39.73730381485604,0.01,1.1506109950554847e+36,3.46263404134983e+33
40.47756965997318,0.01,1.1531406177951943e+36,3.3789862700156567e+33
41.23162591029748,0.01,1.1556548329473934e+36,3.29736114274854e+33
41.99972946715302,0.01,1.1581539344545318e+36,3.217683172044626e+33
42.78214201767613,0.01,1.1606382096730932e+36,3.1398797825327954e+33
43.57913012397025,0.01,1.1631079214753036e+36,3.0638837539212874e+33
44.39096531392166,0.01,1.165563287183383e+36,2.9896360592183387e+33
45.21792417370697,0.01,1.168004453957101e+36,2.9170891437478614e+33
46.06028844202398,0.01,1.1704314702171945e+36,2.846210694969607e+33
46.91834510607794,0.01,1.1728442526455105e+36,2.776987958007811e+33
47.79238649935595,0.01,1.175242548257242e+36,2.709432657127656e+33
48.68271040122279,0.01,1.1776258909909902e+36,2.6435865892128103e+33
49.58962013837211,0.01,1.1799944799505185e+36,2.5794065541047667e+33
50.51342468816761,0.01,1.1823494856570148e+36,2.5167083324736454e+33
51.45443878390924,0.01,1.1846906629522104e+36,2.4554826787379793e+33
52.41298302206056,0.01,1.187017779190589e+36,2.3957210043759832e+33
53.3893839714735,0.01,1.189330652921957e+36,2.3374105913729704e+33
54.383974284647955,0.01,1.1916291546495774e+36,2.2805346071145766e+33
55.397092811064,0.01,1.1939132070518971e+36,2.225072166618451e+33
56.42908471262536,0.01,1.1961827845745969e+36,2.1709984495284563e+33
57.48030158125351,0.01,1.1984379122888238e+36,2.1182848801269092e+33
58.55110155867238,0.01,1.2006786638995407e+36,2.0668993795323217e+33
59.641849458424595,0.01,1.2029051587748296e+36,2.0168067002497e+33
60.75291689016071,0.01,1.2051175578526052e+36,1.96796885433547e+33
61.88468238624383,0.01,1.2073160582654412e+36,1.9203456476380535e+33
63.037531530712755,0.01,1.20950088650693e+36,1.8738953338871043e+33
64.21185709064758,0.01,1.2116722899440797e+36,1.828575403839488e+33
65.40805914998252,0.01,1.2138305264595344e+36,1.7843435262589307e+33
66.6265452458115,0.01,1.2159758519847427e+36,1.7411586592206783e+33
67.86773050723295,0.01,1.2181085056604045e+36,1.6989823521050835e+33
69.13203779678128,0.01,1.2202286923334337e+36,1.657780260688574e+33
70.41989785449289,0.01,1.2223365620700674e+36,1.61752389997184e+33
71.73174944465613,0.01,1.2244321863324062e+36,1.5781926618194016e+33
73.06803950529499,0.01,1.2265155304303788e+36,1.5397761271395092e+33
74.42922330043757,0.01,1.2285864218225852e+36,1.5022767052274862e+33
75.8157645752211,0.01,1.2306445137974513e+36,1.4657126360496427e+33
77.22813571388642,0.01,1.232689453975214e+36,1.4301009207217754e+33
78.66681790071581,0.01,1.2347219162344559e+36,1.3953569034306447e+33
80.13230128396879,0.01,1.2367419981854694e+36,1.361453085131502e+33
81.6250851428722,0.01,1.2387496880464398e+36,1.3283743850779894e+33
83.14567805772056,0.01,1.2407450096892695e+36,1.2961039364153464e+33
84.69459808314576,0.01,1.2427280191474556e+36,1.264623327726956e+33
86.27237292461442,0.01,1.244698800046733e+36,1.2339129052041106e+33
87.8795401182131,0.01,1.2466574578100595e+36,1.20395214334851e+33
89.51664721378292,0.01,1.2486041124726034e+36,1.1747200929432445e+33
91.18425196146563,0.01,1.2505388899249655e+36,1.1461959159314128e+33
92.8829225017249,0.01,1.2524619113837971e+36,1.1183595178288467e+33
94.6132375589076,0.01,1.2543732808681229e+36,1.0911922893759608e+33
96.37578663841079,0.01,1.2562730704368771e+36,1.0646779703114857e+33
98.17117022752184,0.01,1.2581613029182431e+36,1.0388036494363303e+33
100.0,0.01,1.2600379318341842e+36,1.0135609165383999e+33
0.01,0.09999999999999999,1.0,66.66666666666667
0.010186289902446875,0.09999999999999999,2.3610016487527825,16884.798277520633
0.010376050197669117,0.09999999999999999,9.826247872907876,74434.98172204927
0.010569345535579883,0.09999999999999999,41.587021529576404,305171.8944318879
0.010766241770454932,0.09999999999999999,171.82545404408512,1215657.7224711261
0.010966805983368685,0.09999999999999999,691.9007907744351,4718301.833957015
0.011171106505048243,0.09999999999999999,2716.40710232818,17854363.076393962
0.01137921293915315,0.09999999999999999,10402.632336759585,65901711.83579144
0.011591196185988858,0.09999999999999999,38876.34674011165,237377521.14491025
0.011807128466661904,0.09999999999999999,141843.7525781022,834760066.2351928
0.012027083347685121,0.09999999999999999,505472.8770390271,2867105597.6167855
0.012251135766041189,0.09999999999999999,1760046.5929029614,9621966152.328571
0.012479362054713113,0.09999999999999999,5990795.007396198,31566207913.974014
0.012711839968690289,0.09999999999999999,19940124.9171138,101270015838.7582
0.012948648711459043,0.09999999999999999,64926782.255315594,317842027478.7082
0.013189868961986697,0.09999999999999999,206927451.62502378,976442503176.8518
0.013435582902208256,0.09999999999999999,645872864.9012332,2937666936344.2803
0.013685874245025183,0.09999999999999999,1975019009.8331327,8658088728770.803
0.013940828262825779,0.09999999999999999,5917433182.794171,25000855698569.29
0.014200531816536825,0.09999999999999999,17375097695.77957,70752052096269.88
0.014465073385216463,0.09999999999999999,50014358206.58897,196318338169368.94
0.01473454309619835,0.09999999999999999,141257718261.01636,534484629486343.0
0.015009032755797359,0.09999999999999999,391666839074.22815,1428345360010034.5
0.015288635880587303,0.09999999999999999,1065815364011.1061,3745922771175652.5
0.015573447729261345,0.09999999999999999,2846868547736.2705,9644676390528188.0
0.015863565335085903,0.09999999999999999,7470540900452.197,2.439754880089262e+16
0.016159087538959182,0.09999999999999999,19273384266195.953,6.06640762188907e+16
0.016460115023085503,0.09999999999999999,48856381784882.79,1.48207058803995e+17
0.016766750345277,0.09999999999999999,121721021768131.52,3.559651434258038e+17
0.017079097973894276,0.09999999999999999,298477938281418.0,8.413362532244448e+17
0.017397264323438015,0.09999999999999999,719975878374901.2,1.9558210354651515e+18
0.017721357790803593,0.09999999999999999,1708164281626618.0,4.473437535217208e+18
0.01805148879221109,0.09999999999999999,3992568428782294.0,1.0078035163465855e+19
0.018387769800823277,0.09999999999999999,9186788857696032.0,2.2348848654488703e+19
0.018730315385064374,0.09999999999999999,2.081257259570408e+16,4.881267779028632e+19
0.01907924224765266,0.09999999999999999,4.649217220306083e+16,1.0508711089225163e+20
0.0194346692653602,0.09999999999999999,1.0227942625384686e+17,2.2284634306452056e+20
0.019796717529513324,0.09999999999999999,2.218945732276109e+17,4.660480479213208e+20
0.020165510387247464,0.09999999999999999,4.747262068771859e+17,9.609014315232526e+20
0.020541173483530642,0.09999999999999999,1.0011909195091796e+18,1.9538070160839056e+21
0.020923834803969768,0.09999999999999999,2.084680189979956e+18,3.9205538003061965e+21
0.021313624718414376,0.09999999999999999,4.279884306193338e+18,7.759825627747036e+21
0.021710676025372647,0.09999999999999999,8.679704808545947e+18,1.5167343618198746e+22
0.02211512399725489,0.09999999999999999,1.736626326747052e+19,2.925365183546699e+22
0.022527106426459807,0.09999999999999999,3.433199072626678e+19,5.574424999725919e+22
0.022946763672319362,0.09999999999999999,6.700770884607407e+19,1.0487313192451661e+23
0.02337423870891815,0.09999999999999999,1.2925553490194827e+20,1.9500298782947804e+23
0.023809677173803584,0.09999999999999999,2.4630019664805816e+20,3.58167164525642e+23
0.024253227417603527,0.09999999999999999,4.640227806585517e+20,6.504549315246552e+23
0.024705040554568253,0.09999999999999999,8.639495879423956e+20,1.1673665489980028e+24
0.025165270514053917,0.09999999999999999,1.591170866907709e+21,2.0724080044026643e+24
0.02563407409296515,0.09999999999999999,2.89692632120217e+21,3.6372204126993774e+24
0.026111611009174595,0.09999999999999999,5.220301711692959e+21,6.317278169101877e+24
0.026598043955937584,0.09999999999999999,9.301150026209032e+21,1.0851562987199894e+25
0.027093538657320514,0.09999999999999999,1.6411830203884564e+22,1.84531867364335e+25
0.027598263924661803,0.09999999999999999,2.8641399026871207e+22,3.105053888793875e+25
0.02811239171408464,0.09999999999999999,4.951566693962444e+22,5.173333785906142e+25
0.028636097185081158,0.09999999999999999,8.471983368756212e+22,8.534038776304195e+25
0.02916955876018796,0.09999999999999999,1.4357431928981478e+23,1.39401989195051e+26
0.02971295818577334,0.09999999999999999,2.4105527109342324e+23,2.2560639050870623e+26
0.030266480593956924,0.09999999999999999,4.007483664179511e+23,3.616084911100573e+26
0.030830314565682772,0.09999999999999999,6.605827468939215e+23,5.744499086851328e+26
0.03140465219496752,0.09999999999999999,1.0784518807166973e+24,9.042534615590569e+26
0.03198968915434538,0.09999999999999999,1.7455724465814775e+24,1.4107713486101006e+27
0.03258562476153226,0.09999999999999999,2.801474118102386e+24,2.1824167399267096e+27
0.03319266204733189,0.09999999999999999,4.4555131945005194e+24,3.3466620390648256e+27
0.03381100782480685,0.09999999999999999,7.030932224958688e+24,5.089871529765025e+27
0.034440872759738235,0.09999999999999999,1.100120691135761e+25,7.677962046017326e+27
0.03508247144239792,0.09999999999999999,1.7071371858306818e+25,1.1486851876518625e+28
0.03573602246065788,0.09999999999999999,2.629572543691656e+25,1.7052760824014212e+28
0.03640174847446141,0.09999999999999999,4.017240023506124e+25,2.5118167891092198e+28
0.037079876291681704,0.09999999999999999,6.090352912549751e+25,3.6712387053871487e+28
0.03777063694539366,0.09999999999999999,9.16847242204945e+25,5.326640050428454e+28
0.03847426577258504,0.09999999999999999,1.3694835202177835e+26,7.6713616409185055e+28
0.03919100249433404,0.09999999999999999,2.0308370543485957e+26,1.0967580464346286e+29
0.03992109129748051,0.09999999999999999,2.991545104175307e+26,1.5571349533400782e+29
0.04066478091781856,0.09999999999999999,4.374560643768855e+26,2.1953707947789076e+29
0.041422324724838956,0.09999999999999999,6.352584947331486e+26,3.0738064743314892e+29
0.04219398080805026,0.09999999999999999,9.166985881423403e+26,4.2753075241840745e+29
0.04298001206490796,0.09999999999999999,1.3139466072884685e+27,5.9076210924624634e+29
0.04378068629038168,0.09999999999999999,1.8705978652173446e+27,8.109734605585125e+29
0.04459627626819094,0.09999999999999999,2.647036584880343e+27,1.1062445993266001e+30
0.04542705986374045,0.09999999999999999,3.723040818374528e+27,1.4997627285977265e+30
0.04627332011878691,0.09999999999999999,5.202334311985437e+27,2.020750072594232e+30
0.04713534534786907,0.09999999999999999,7.226264577717598e+27,2.70629472817199e+30
0.048013429236534504,0.09999999999999999,9.981625831662662e+27,3.603297809384503e+30
0.0489078709413959,0.09999999999999999,1.3706561754281939e+28,4.770051566511375e+30
0.0498189751920516,0.09999999999999999,1.8708916005837068e+28,6.278444306543673e+30
0.05074705239490466,0.09999999999999999,2.5399653346220878e+28,8.217783705710659e+30
0.05169241873891599,0.09999999999999999,3.4302433343987007e+28,1.069788146756216e+31
