Time,Position,Velocity
0.0,1.0,0.0
0.1,0.995,-1.1
0.2,0.770025,-2.1395
0.30000000000000004,0.338274875,-2.8795525
0.4,-0.23932699937500002,-3.1076772375
0.5,-0.859665811878125,-2.6890336763125
0.6,-1.3931742180812345,-1.6089495994309375
0.7,-1.707998266877016,0.003989520429967364
0.7999999999999999,-1.6986603714566373,1.8825881379731864
0.8999999999999999,-1.3136494420047167,3.656985139676828
0.9999999999999999,-0.5756841668593274,4.919150268898175
1.0999999999999999,0.4110243077546042,5.306445338998526
1.2,1.4702582540155364,4.588996333518535
1.3,2.380706229449166,2.7422624374255187
1.4000000000000001,2.917255185787024,-0.013627536839839749
1.5000000000000002,2.8999434024901207,-3.221926864363574
1.6000000000000003,2.2410583126049555,-6.250768263884527
1.7000000000000004,0.9796993682650252,-8.403393994555753
1.8000000000000005,-0.7058779274874505,-9.060893599919492
1.9000000000000006,-2.5145272578339117,-7.831383199687322
2.0000000000000004,-4.068231261482207,-4.673834056085653
2.1000000000000005,-4.982656916391927,0.034912034349058096
2.2000000000000006,-4.950761224940156,5.514089040662725
2.3000000000000007,-3.82318961068291,10.68422193606376
2.400000000000001,-1.6672292754167437,14.355519411011773
2.500000000000001,1.2122107531626949,15.471695643419602
2.600000000000001,4.300488828080802,13.364679032769658
2.700000000000001,6.951922190494329,7.965907370242293
2.800000000000001,8.510344053590316,-0.07950240781358353
2.9000000000000012,8.451891851759648,-9.436905746372252
3.0000000000000013,6.522251243226399,-18.26214149598925
3.1000000000000014,2.837211687812416,-24.52351078873883
3.2000000000000015,-2.0816765283744125,-26.418268105895546
3.3000000000000016,-7.35492176691165,-22.807510519388913
3.4000000000000017,-11.879649261954874,-13.576721049816655
3.5000000000000018,-14.53559522560843,0.1697291908245404
3.600000000000002,-14.42897141131548,16.15039747945259
3.700000000000002,-11.126747058368384,31.21474615792699
3.800000000000002,-4.828164091491143,41.89343061423586
3.900000000000002,3.5746628518134855,45.10973958416432
4.000000000000002,12.578737454387284,38.92212346796128
4.100000000000001,20.300268460707603,23.1394060947372
4.200000000000001,24.826648337351507,-0.3478595167780263
4.300000000000001,24.632943192309142,-27.63977971202578
4.4,18.981822533942438,-53.35402823796455
4.5,8.216107773679816,-71.56633161340301
4.6,-6.138239087869186,-77.02573358378065
4.699999999999999,-21.51269460918597,-66.42238390793551
4.799999999999999,-34.689607917727145,-39.43730064243417
4.899999999999999,-42.403620006625346,0.6931330991874063
4.999999999999998,-42.05297528675474,47.30245845151592
5.099999999999998,-32.382218720017775,91.19560834437033
5.1999999999999975,-13.981185957543623,122.25626851917136
5.299999999999997,10.539973676078368,131.5227596465108
5.399999999999997,36.79182573700014,113.35265062049903
5.4999999999999964,59.27839673241495,67.21400977877393
5.599999999999996,72.42480670450766,-1.3529271158212097
5.699999999999996,71.79209724782088,-80.95256813498858
5.799999999999995,55.24262313458406,-155.8762467008421
5.899999999999995,23.791160678742717,-208.84931981384244
5.999999999999995,-18.097659087419487,-224.5771305697673
6.099999999999994,-62.92259690593585,-193.4408490451175
6.199999999999994,-101.29615373042967,-114.55394999633216
6.299999999999994,-123.70046296104395,2.599516606957067
6.399999999999993,-122.56205732484732,138.54005003375758
6.499999999999993,-94.24123703147156,266.43131058940173
6.5999999999999925,-40.48376872843385,356.7751057945503
6.699999999999992,31.073671274118382,383.4684961061
6.799999999999992,107.6120021389678,330.11403289926477
6.8999999999999915,173.09674870812592,195.23512890143698
6.999999999999991,211.2782907448727,-4.933051122573374
7.099999999999991,209.23528906663367,-237.09251838580465
7.19999999999999,160.77060894413958,-455.3967104398115
7.29999999999999,68.88741381145658,-609.4745447563744
7.39999999999999,-53.35193220887559,-654.7769727111579
7.499999999999989,-184.04056709006278,-563.3509986458369
7.599999999999989,-295.79056398377986,-332.738824914476
7.699999999999989,-360.8593761467561,9.267736713405611
7.799999999999988,-357.2015319233412,405.74966363916707
7.899999999999988,-274.2655915358911,778.383865572884
7.999999999999988,-117.21749046363482,1041.15682298372
8.099999999999987,91.59996158542738,1118.0382213445325
8.199999999999987,314.7496060464067,961.3763525333358
8.299999999999986,505.4511285228419,567.0829682556216
8.399999999999986,616.340466531352,-17.26742153228554
8.499999999999986,609.8052798922382,-694.3785636401585
8.599999999999985,467.8805407647453,-1330.4454433396127
8.699999999999985,199.45204939299902,-1778.5917660138518
8.799999999999985,-157.26356405673639,-1909.0594320454582
8.899999999999984,-538.2891326455443,-1640.616539980775
8.999999999999984,-863.7209949784717,-966.4676670716376
9.099999999999984,-1052.695923417907,31.94881075826322
9.199999999999983,-1041.0426816491647,1188.3168859800476
9.299999999999983,-798.1740910449093,2274.0479914951266
9.399999999999983,-339.37362229065945,3038.3370920697707
9.499999999999982,269.990664234748,3259.7312219860078
9.599999999999982,920.5869553107759,2799.7549302284847
9.699999999999982,1475.935006579919,1647.1215328752069
9.799999999999981,1797.9796381220608,-58.763051006464366
9.89999999999998,1777.2371297301574,-2033.602500390408
9.99999999999998,1361.630444003425,-3886.883218074061
10.09999999999998,577.4456481685958,-5190.332545574125
10.19999999999998,-463.5080891870723,-5566.006131280874
10.29999999999998,-1574.3917749973116,-4777.846926611051
10.399999999999979,-2522.0892014445353,-2807.123627783455
10.499999999999979,-3070.9034809940035,107.53067519470687
10.599999999999978,-3034.042828550092,3480.147970528375
10.699999999999978,-2322.843020301667,6643.587683407057
10.799999999999978,-982.511268518747,8866.535621568539
10.899999999999977,795.7084121375547,9503.971235860734
10.999999999999977,2692.5241172490137,8153.493420716387
11.099999999999977,4309.760180806046,4784.042220706653
