t,k,delta_cdm,delta_dot_cdm,scale_factor_a
0.1061822941099384,1e-06,2.9366068657195678e-05,0.00017844640986985726,0.22423396832198458
0.11017528137883868,1e-06,3.0075716972907726e-05,0.00017645882567481132,0.22982086004902885
0.11431842501291496,1e-06,3.0804214976966945e-05,0.00017447582098366454,0.2355469517349522
0.11861737164524785,1e-06,3.155189397360872e-05,0.00017249983665759848,0.24141571161030187
0.12307798025066652,1e-06,3.231909137699565e-05,0.00017053325283365118,0.2474306943181732
0.1277063301308644,1e-06,3.3106152537374866e-05,0.0001685783557946888,0.25359554306721743
0.1325087291997953,1e-06,3.391343291281418e-05,0.00016663730201860232,0.2599139918382934
0.1374917225806419,1e-06,3.47413006246179e-05,0.00016471207975487462,0.2663898676460981
0.14266210152607367,1e-06,3.55901394360726e-05,0.00016280446866867048,0.2730270928571478
0.14802691267395085,1e-06,3.646035219521839e-05,0.0001609159983346268,0.2798296875655116
0.1535934676510897,1e-06,3.7352364782696295e-05,0.0001590479066650861,0.28680177202773827
0.15936935303817745,1e-06,3.8266630605156644e-05,0.00015720109973311772,0.2939475691584503
0.16536244070941805,1e-06,3.9203635672945485e-05,0.00015537611491416955,0.30127140708811645
0.17158089856100048,1e-06,4.0163904297472016e-05,0.00015357308983920368,0.30877772178455287
0.1780332016430114,1e-06,4.114800543838035e-05,0.00015179174034757006,0.31647105973973977
0.1847281437099634,1e-06,4.215655972289655e-05,0.0001500313514743662,0.32435608072358113
0.1916748492056815,1e-06,4.3190247148884025e-05,0.00014829078653382302,0.33243756060627655
0.19888278569888096,1e-06,4.4249815468476954e-05,0.0001465685206018339,0.3407203942510124
0.20636177678638587,1e-06,4.5336089229786795e-05,0.00014486270619779626,0.3492095984787272
0.21412201548157292,1e-06,4.644997942902484e-05,0.00014317128076642887,0.35791031510674376
0.22217407810628836,1e-06,4.759249369318313e-05,0.00014149212772065844,0.3668278140631122
0.23052893870517072,1e-06,4.876474687264456e-05,0.00013982330539352762,0.37596749657854667
0.23919798400202386,1e-06,4.996797187194086e-05,0.0001381633613385612,0.3853348984578911
0.2481930289186254,1e-06,5.1203192221801394e-05,0.00013651253675852978,0.3949356934330954
0.25752633267712,1e-06,5.2470088882270593e-05,0.00013487498995225713,0.4047756965997321
0.26721061550794334,1e-06,5.376914526408253e-05,0.00013325263069464995,0.4148608679391357
0.27725907598604826,1e-06,5.5101002647821964e-05,0.00013164684152804624,0.42519731592829757
0.28768540901905926,1e-06,5.646633354709174e-05,0.000130058778985953,0.43579130123970283
0.2985038245118731,1e-06,5.786584589858068e-05,0.00012848934431932291,0.44664924053335103
0.3097290667331408,1e-06,5.93002873793145e-05,0.00012693915801466823,0.457777710343256
0.3213764344100277,1e-06,6.077044973529386e-05,0.00012540854040290355,0.46918345106077974
0.3334618015786364,1e-06,6.227717296433743e-05,0.00012389750128072552,0.48087337101721367
0.34600163921851085,1e-06,6.382134914469429e-05,0.00012240574222313584,0.492854550668078
0.35901303770070686,1e-06,6.540392563786716e-05,0.00012093267618213437,0.5051342468816763
0.372513730080021,1e-06,6.702590731672059e-05,0.00011947747007303023,0.5177198973344997
0.38652211626312616,1e-06,6.868835737552437e-05,0.00011803911738206911,0.5306191250161458
0.4010572880855496,1e-06,7.039239616376907e-05,0.00011661654942937394,0.5438397428464798
0.41613905533167067,1e-06,7.213919734645565e-05,0.00011520879583924489,0.557389758407833
0.43178797273320213,1e-06,7.392998052545273e-05,0.0001138152070641445,0.5712773787951078
0.44802536798294895,1e-06,7.576599925394943e-05,0.00011243575454795545,0.585511015586724
0.4648733708020257,1e-06,7.764852836014348e-05,0.00011107133639172557,0.6000992899394195
0.48235494310014676,1e-06,7.957897618963132e-05,0.00010971994075023905,0.6150510378099895
0.5004939102700954,1e-06,8.155840158926341e-05,0.00010838104129909991,0.6303753153071278
0.5193149936590212,1e-06,8.358772980356617e-05,0.00010705598991676436,0.6460814041766124
0.5388438442608223,1e-06,8.566792759515202e-05,0.00010574597101340813,0.6621788174231564
0.559107077675529,1e-06,8.780000993643593e-05,0.00010445197350638277,0.6786773050723296
0.5801323103833375,1e-06,8.998504718694275e-05,0.00010317476402337173,0.6955868600760418
0.6019481973827271,1e-06,9.22241726624227e-05,0.00010191486273750494,0.7129177243651635
0.6245844712439614,1e-06,9.451859045694654e-05,0.00010067252364887621,0.7306803950529499
0.6480719826311967,1e-06,9.686958332255237e-05,9.944772162782553e-05,0.7488856307930272
0.6724427423484246,1e-06,9.927852034044671e-05,9.824014914469847e-05,0.76754445829579
0.6977299649665534,1e-06,0.00010174686403034297,9.70492263494981e-05,0.7866681790071581
0.7239681140910874,1e-06,0.00010427617643683143,9.587412905760099e-05,0.8062683759537381
0.7511929493320965,1e-06,0.00010686812359966058,9.471384027366011e-05,0.8263569207585338
0.7794415750404946,1e-06,0.0001095244776536663,9.356723217930654e-05,0.8469459808314584
0.8087524908770453,1e-06,0.00011224711560812218,9.243318706173846e-05,0.8680480267389996
0.8391656442830157,1e-06,0.00011503801361778446,9.131076751734702e-05,0.8896758397575044
0.8707224849239917,1e-06,0.00011789923527092406,9.019944848314882e-05,0.9118425196146571
