t,k,delta_fdm,delta_dot_fdm
4.029122027951348,1e-06,6.828388979169981e+35,6.775821430611774e+34
4.104180502904709,1e-06,6.878675530815488e+35,6.623554724771846e+34
4.1806372414557575,1e-06,6.928736855549599e+35,6.474496778393153e+34
4.258518291843414,1e-06,6.978572705559817e+35,6.328583230637678e+34
4.337850187558988,1e-06,7.028183488108426e+35,6.18574417719871e+34
4.418659956385942,1e-06,7.077570162966065e+35,6.045905480204134e+34
4.5009751296080465,1e-06,7.126734112746637e+35,5.908990364813899e+34
4.584823751389096,1e-06,7.175676982512767e+35,5.774921338771874e+34
4.67023438832733,1e-06,7.224400484635949e+35,5.643622474910469e+34
4.757236139187884,1e-06,7.272906164474116e+35,5.515022100690856e+34
4.845858644816491,1e-06,7.321195121968331e+35,5.38905594332348e+34
4.936132098237912,1e-06,7.369267683756521e+35,5.26567078388436e+34
5.028087254942474,1e-06,7.417123019851394e+35,5.144828679159281e+34
5.121755443364236,1e-06,7.46475869832833e+35,5.026511815747606e+34
5.217168575554344,1e-06,7.51217017081227e+35,4.910728067282464e+34
5.314359158053236,1e-06,7.559350180836053e+35,4.797517332519298e+34
5.413360302965375,1e-06,7.606301206146582e+35,4.686815042562915e+34
5.514205739240296,1e-06,7.65303661120461e+35,4.578418724764805e+34
5.616929824163804,1e-06,7.699550531299146e+35,4.472323748040974e+34
5.721567555063246,1e-06,7.745837568637004e+35,4.368523324225264e+34
5.82815458123084,1e-06,7.791893196684264e+35,4.267004418413468e+34
5.93672721606912,1e-06,7.837713775505149e+35,4.167747759904094e+34
6.0473224494626425,1e-06,7.883296557904856e+35,4.0707279244262117e+34
6.1599779603801625,1e-06,7.928639684749874e+35,3.975913498950356e+34
6.274732129711574,1e-06,7.973742167648823e+35,3.8832673416488756e+34
6.391624053343999,1e-06,8.018603856967414e+35,3.7927469509656157e+34
6.5106935554814545,1e-06,8.063225392921194e+35,3.70430495928267e+34
6.6319812022126685,1e-06,8.107608137237276e+35,3.617889768345805e+34
6.755528315331639,1e-06,8.151754082599409e+35,3.533446345443324e+34
6.881376986415662,1e-06,8.195665736787209e+35,3.450917201339419e+34
7.009570091165617,1e-06,8.239345978087857e+35,3.370243573157868e+34
7.140151304013395,1e-06,8.282797878194426e+35,3.291366837811782e+34
7.273165113001454,1e-06,8.32602448840652e+35,3.2142301841978878e+34
7.40865683493956,1e-06,8.36902858451299e+35,3.1387805752390903e+34
7.5466726308438865,1e-06,8.411812365259844e+35,3.064971033987796e+34
7.687259521663728,1e-06,8.454377098785629e+35,2.9927632914175555e+34
7.830465404301183,1e-06,8.496722710837567e+35,2.9221308372567714e+34
7.976339067929273,1e-06,8.538847307960396e+35,2.8530624192823334e+34
8.124930210614048,1e-06,8.580746628171746e+35,2.7855660409220794e+34
8.276289456246344,1e-06,8.622413410897993e+35,2.719673511844441e+34
8.430468371788967,1e-06,8.66385288092687e+35,2.6553262135152597e+34
8.58751948484517,1e-06,8.705078561224463e+35,2.5923912184802334e+34
8.747496301554415,1e-06,8.746085461514954e+35,2.530864669795416e+34
8.910453324821512,1e-06,8.786869283566751e+35,2.470739705939516e+34
9.076446072885357,1e-06,8.827426560681783e+35,2.412005582103938e+34
9.24553109823357,1e-06,8.867754669424529e+35,2.3546476890929357e+34
9.417766006869519,1e-06,8.907851832333733e+35,2.298647618008228e+34
9.59320947793824,1e-06,8.94771711005283e+35,2.2439832778749844e+34
9.771921283717996,1e-06,8.987350381133116e+35,2.1906290741669713e+34
9.953962309984233,1e-06,9.026752307563677e+35,2.1385561570670705e+34
10.139394576752917,1e-06,9.065924283862539e+35,2.087732749262174e+34
10.328281259410284,1e-06,9.10486836732255e+35,2.03812456412616e+34
10.520686710236228,1e-06,9.143587186741232e+35,1.9896953262994174e+34
10.716676480328633,1e-06,9.182083826674376e+35,1.9424074079370315e+34
10.916317341936146,1e-06,9.220361683935836e+35,1.8962225952798557e+34
11.119677311206988,1e-06,9.258424292718847e+35,1.8511030017136705e+34
11.326825671361538,1e-06,9.296275114334166e+35,1.8070121451327415e+34
11.53783299629661,1e-06,9.333917287144846e+35,1.763916209227499e+34
11.752771174629453,1e-06,9.37135333182317e+35,1.7217855102850659e+34
